 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,6,6,6,4.734,23.530,0.030,6,2,1,0,2
2,0.000,0,0,0,35.542,3.745,0.000,0,2,1,0,2
