 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,39.626,15.627,0,0,2,1,0,2
2,0.000,0,0,0,18.790,35.161,0,0,2,1,0,2
