 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,13.166,43.174,0,0,2,128,0,2
2,0.000,0,0,0,32.262,11.861,0,0,2,128,0,2
