 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,24.295,7.818,0,0,2,21,0,2
2,0.000,0,0,0,41.012,20.085,0,0,2,21,0,2
