 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,58.147,27.022,0,0,2,20,0,2
2,0.000,0,0,0,5.801,14.289,0,0,2,20,0,2
