Nr	CID	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
305	1	16	7	13.605	11.712	0	2	55	0.504	0.305	NA	0.085	NA	-63.435	36.027
306	1	16	8	13.795	11.636	0	2	93	0.708	0.442	NA	0.204	NA	-21.801	41.634
307	1	16	9	13.946	11.636	0	2	65	0.86	0.536	NA	0.151	NA	0	21.801
308	1	16	10	13.946	11.636	0	2	195	0.86	0.536	NA	0	NA	0	0
309	1	16	11	14.022	11.636	0	2	121	0.936	0.592	NA	0.076	NA	0	0
310	1	16	12	13.87	11.636	0	2	111	1.087	0.485	NA	0.151	NA	180	180
311	1	16	13	13.833	11.712	0	2	130	1.172	0.403	NA	0.085	NA	116.565	-63.435
312	1	16	14	13.908	11.674	0	2	74	1.256	0.482	NA	0.085	NA	-26.565	-143.13
313	1	16	15	14.249	11.598	0	2	93	1.606	0.799	NA	0.349	NA	-12.529	14.036
314	1	16	16	14.173	11.598	0	2	149	1.681	0.735	NA	0.076	NA	180	-167.471
315	1	16	17	14.173	11.598	0	2	149	1.681	0.735	NA	0	NA	0	-180
316	1	16	18	13.833	11.712	0	2	102	2.041	0.403	NA	0.359	NA	161.565	161.565
317	1	16	19	13.908	11.75	0	2	177	2.125	0.432	NA	0.085	NA	26.565	-135
318	1	16	20	13.908	11.788	0	2	139	2.163	0.41	NA	0.038	NA	90	63.435
319	1	16	21	13.946	11.825	0	2	149	2.217	0.423	NA	0.054	NA	45	-45
320	1	16	22	13.946	11.863	0	2	102	2.255	0.408	NA	0.038	NA	90	45
321	1	16	23	14.06	11.825	0	2	121	2.374	0.527	NA	0.12	NA	-18.435	-108.435
322	1	16	24	13.833	11.825	0	2	121	2.602	0.326	NA	0.227	NA	180	-161.565
323	1	16	25	13.833	11.825	0	2	102	2.602	0.326	NA	0	NA	0	-180
324	1	17	1	15.347	12.28	0	2	102	0	0	NA	NA	NA	NA	NA
325	1	17	2	15.12	12.659	0	2	55	0.442	0.442	NA	0.442	NA	120.964	NA
326	1	17	3	14.969	12.583	0	2	83	0.611	0.485	NA	0.169	NA	-153.435	85.601
327	1	17	4	14.855	12.583	0	2	37	0.725	0.578	NA	0.114	NA	180	-26.565
328	1	17	5	14.855	12.583	0	2	83	0.725	0.578	NA	0	NA	0	-180
329	1	17	6	14.855	12.583	0	2	121	0.725	0.578	NA	0	NA	0	0
330	1	18	1	15.613	11.522	0	2	65	0	0	NA	NA	NA	NA	NA
331	1	18	2	15.878	11.636	0	2	55	0.288	0.288	NA	0.288	NA	23.199	NA
332	1	18	3	15.878	11.863	0	2	93	0.516	0.432	NA	0.227	NA	90	66.801
333	1	18	4	15.802	11.788	0	2	65	0.623	0.326	NA	0.107	NA	-135	135
334	1	18	5	15.726	11.788	0	2	65	0.699	0.288	NA	0.076	NA	180	-45
335	1	18	6	15.916	11.522	0	2	121	1.024	0.303	NA	0.326	NA	-54.462	125.538
336	1	18	7	15.953	11.522	0	2	139	1.062	0.341	NA	0.038	NA	0	54.462
337	1	18	8	15.84	11.598	0	2	121	1.199	0.24	NA	0.137	NA	146.31	146.31
338	1	18	9	15.878	11.598	0	2	149	1.237	0.276	NA	0.038	NA	0	-146.31
339	1	18	10	15.878	11.636	0	2	65	1.274	0.288	NA	0.038	NA	90	90
340	1	18	11	15.916	11.825	0	2	83	1.468	0.428	NA	0.193	NA	78.69	-11.31
341	1	18	12	15.802	11.825	0	2	55	1.581	0.357	NA	0.114	NA	180	101.31
342	1	18	13	15.802	11.485	0	2	74	1.922	0.193	NA	0.341	NA	-90	90
343	1	18	14	15.613	11.674	0	2	55	2.19	0.151	NA	0.268	NA	135	-135
344	1	18	15	15.802	11.485	0	2	111	2.458	0.193	NA	0.268	NA	-45	-180
345	1	18	16	16.029	11.409	0	2	37	2.697	0.432	NA	0.24	NA	-18.435	26.565
346	1	18	17	16.218	11.182	0	2	74	2.993	0.695	NA	0.296	NA	-50.194	-31.759
347	1	18	18	16.673	10.803	0	2	74	3.584	1.281	NA	0.592	NA	-39.806	10.389
348	1	19	1	15.007	10.5	0	2	93	0	0	NA	NA	NA	NA	NA
349	1	19	2	14.855	10.5	0	2	37	0.151	0.151	NA	0.151	NA	180	NA
350	1	19	3	15.007	10.5	0	2	37	0.303	0	NA	0.151	NA	0	-180
351	1	19	4	14.969	10.462	0	2	74	0.357	0.054	NA	0.054	NA	-135	-135
352	1	19	5	15.12	10.273	0	2	83	0.599	0.254	NA	0.242	NA	-51.34	83.66
353	1	19	6	15.007	10.121	0	2	65	0.788	0.379	NA	0.189	NA	-126.87	-75.53
354	1	20	1	13.492	13.605	0	2	93	0	0	NA	NA	NA	NA	NA
355	1	20	2	12.659	14.476	0	2	55	1.205	1.205	NA	1.205	NA	133.727	NA
356	1	20	3	11.636	15.688	0	2	55	2.791	2.79	NA	1.586	NA	130.156	-3.571
357	1	20	4	10.727	16.711	0	2	55	4.159	4.158	NA	1.368	NA	131.634	1.478
358	1	20	5	10.462	16.749	0	2	55	4.427	4.366	NA	0.268	NA	171.87	40.236
359	1	20	6	10.348	16.976	0	2	46	4.681	4.609	NA	0.254	NA	116.565	-55.305
360	2	1	1	25.459	15.196	0	2	102	0	0	NA	NA	NA	NA	NA
361	2	1	2	25.459	15.196	0	2	102	0	0	NA	0	NA	0	NA
362	2	1	3	25.573	15.499	0	2	93	0.324	0.324	NA	0.324	NA	69.444	69.444
363	2	1	4	26.027	16.067	0	2	74	1.051	1.04	NA	0.727	NA	51.34	-18.104
364	2	1	5	26.065	16.294	0	2	37	1.281	1.254	NA	0.23	NA	80.538	29.197
365	2	1	6	26.179	16.559	0	2	55	1.57	1.542	NA	0.288	NA	66.801	-13.736
366	2	1	7	26.179	16.597	0	2	83	1.608	1.575	NA	0.038	NA	90	23.199
367	2	1	8	26.217	16.597	0	2	74	1.646	1.593	NA	0.038	NA	0	-90
368	2	1	9	26.065	16.521	0	2	65	1.815	1.457	NA	0.169	NA	-153.435	-153.435
369	2	1	10	26.141	16.559	0	2	55	1.9	1.524	NA	0.085	NA	26.565	180
370	2	1	11	26.141	16.559	0	2	55	1.9	1.524	NA	0	NA	0	-26.565
371	2	1	12	26.141	16.559	0	2	121	1.9	1.524	NA	0	NA	0	0
372	2	1	13	26.179	16.559	0	2	93	1.938	1.542	NA	0.038	NA	0	0
373	2	1	14	26.368	16.597	0	2	46	2.131	1.67	NA	0.193	NA	11.31	11.31
374	2	1	15	26.33	16.673	0	2	18	2.215	1.715	NA	0.085	NA	116.565	105.255
375	2	1	16	26.141	16.181	0	2	37	2.743	1.198	NA	0.527	NA	-111.038	132.397
376	2	1	17	26.254	16.143	0	2	46	2.863	1.236	NA	0.12	NA	-18.435	92.603
377	2	1	18	26.179	16.143	0	2	27	2.938	1.189	NA	0.076	NA	180	-161.565
378	2	1	19	26.103	15.953	0	2	55	3.142	0.994	NA	0.204	NA	-111.801	68.199
379	2	1	20	25.951	15.953	0	2	37	3.294	0.903	NA	0.151	NA	180	-68.199
380	2	1	21	25.951	15.953	0	2	46	3.294	0.903	NA	0	NA	0	-180
381	2	1	22	26.065	16.218	0	2	46	3.582	1.189	NA	0.288	NA	66.801	66.801
382	2	1	23	25.989	16.218	0	2	46	3.658	1.152	NA	0.076	NA	180	113.199
383	2	1	24	25.951	16.067	0	2	27	3.814	1.001	NA	0.156	NA	-104.036	75.964
384	2	1	25	26.217	16.067	0	2	46	4.079	1.154	NA	0.265	NA	0	104.036
385	2	1	26	26.103	16.029	0	2	46	4.199	1.053	NA	0.12	NA	-161.565	-161.565
386	2	1	27	26.027	15.991	0	2	55	4.284	0.977	NA	0.085	NA	-153.435	8.13
387	2	1	28	25.951	16.029	0	2	65	4.368	0.968	NA	0.085	NA	153.435	-53.13
388	2	1	29	26.179	16.067	0	2	111	4.599	1.13	NA	0.23	NA	9.462	-143.973
389	2	1	30	26.179	16.067	0	2	9	4.599	1.13	NA	0	NA	0	-9.462
390	2	1	31	26.406	16.029	0	2	55	4.829	1.261	NA	0.23	NA	-9.462	-9.462
391	2	1	32	26.368	15.916	0	2	27	4.949	1.159	NA	0.12	NA	-108.435	-98.973
392	2	1	33	26.254	15.84	0	2	65	5.085	1.023	NA	0.137	NA	-146.31	-37.875
393	2	2	1	25.156	19.438	0	2	93	0	0	NA	NA	NA	NA	NA
394	2	2	2	25.118	19.438	0	2	65	0.038	0.038	NA	0.038	NA	180	NA
395	2	2	3	25.27	19.475	0	2	121	0.194	0.12	NA	0.156	NA	14.036	-165.964
396	2	2	4	25.383	19.475	0	2	65	0.308	0.23	NA	0.114	NA	0	-14.036
397	2	2	5	25.573	19.324	0	2	55	0.55	0.432	NA	0.242	NA	-38.66	-38.66
398	2	2	6	25.573	19.324	0	2	46	0.55	0.432	NA	0	NA	0	38.66
399	2	2	7	25.573	19.286	0	2	55	0.588	0.443	NA	0.038	NA	-90	-90
400	2	2	8	25.421	19.551	0	2	93	0.893	0.288	NA	0.305	NA	119.745	-150.255
401	2	2	9	25.497	19.589	0	2	65	0.978	0.373	NA	0.085	NA	26.565	-93.18
402	2	2	10	25.686	19.589	0	2	46	1.167	0.551	NA	0.189	NA	0	-26.565
403	2	2	11	25.724	19.665	0	2	46	1.252	0.612	NA	0.085	NA	63.435	63.435
404	2	2	12	25.724	19.703	0	2	130	1.29	0.627	NA	0.038	NA	90	26.565
405	2	2	13	25.838	19.4	0	2	55	1.614	0.683	NA	0.324	NA	-69.444	-159.444
406	2	2	14	25.838	19.627	0	2	83	1.841	0.707	NA	0.227	NA	90	159.444
407	2	2	15	25.838	19.627	0	2	37	1.841	0.707	NA	0	NA	0	-90
408	2	2	16	26.065	19.551	0	2	83	2.08	0.916	NA	0.24	NA	-18.435	-18.435
409	2	2	17	26.065	19.551	0	2	74	2.08	0.916	NA	0	NA	0	18.435
410	2	2	18	26.065	19.589	0	2	158	2.118	0.921	NA	0.038	NA	90	90
411	2	2	19	26.179	19.703	0	2	130	2.279	1.056	NA	0.161	NA	45	-45
412	2	2	20	26.179	19.703	0	2	93	2.279	1.056	NA	0	NA	0	-45
413	2	2	21	26.217	19.703	0	2	65	2.317	1.093	NA	0.038	NA	0	0
414	2	2	22	26.217	19.741	0	2	55	2.355	1.103	NA	0.038	NA	90	90
415	2	2	23	26.103	19.513	0	2	46	2.609	0.95	NA	0.254	NA	-116.565	153.435
416	2	2	24	26.065	19.589	0	2	65	2.693	0.921	NA	0.085	NA	116.565	-126.87
417	2	2	25	25.951	19.589	0	2	37	2.807	0.81	NA	0.114	NA	180	63.435
418	2	2	26	25.951	19.589	0	2	27	2.807	0.81	NA	0	NA	0	-180
419	2	2	27	25.914	19.589	0	2	55	2.845	0.772	NA	0.038	NA	180	180
420	2	2	28	26.141	19.589	0	2	55	3.072	0.996	NA	0.227	NA	0	-180
421	2	3	1	26.141	19.589	0	2	55	0	0	NA	NA	NA	NA	NA
422	2	3	2	26.027	19.589	0	2	55	0.114	0.114	NA	0.114	NA	180	NA
423	2	3	3	26.027	19.589	0	2	55	0.114	0.114	NA	0	NA	0	-180
424	2	3	4	26.027	19.665	0	2	46	0.189	0.137	NA	0.076	NA	90	90
425	2	3	5	26.217	19.816	0	2	37	0.432	0.24	NA	0.242	NA	38.66	-51.34
426	2	3	6	26.33	19.816	0	2	37	0.545	0.296	NA	0.114	NA	0	-38.66
427	2	3	7	26.368	19.816	0	2	37	0.583	0.321	NA	0.038	NA	0	0
428	2	3	8	26.482	19.816	0	2	46	0.697	0.41	NA	0.114	NA	0	0
429	2	3	9	26.671	19.93	0	2	37	0.918	0.63	NA	0.221	NA	30.964	30.964
430	2	3	10	26.671	19.93	0	2	37	0.918	0.63	NA	0	NA	0	-30.964
431	2	3	11	26.633	19.93	0	2	55	0.956	0.599	NA	0.038	NA	180	180
432	2	3	12	26.52	19.93	0	2	18	1.069	0.51	NA	0.114	NA	180	0
433	2	3	13	26.709	19.892	0	2	37	1.262	0.644	NA	0.193	NA	-11.31	168.69
434	2	3	14	26.557	19.892	0	2	46	1.414	0.515	NA	0.151	NA	180	-168.69
435	2	3	15	26.633	19.93	0	2	0	1.499	0.599	NA	0.085	NA	26.565	-153.435
436	2	3	16	26.52	20.044	0	2	18	1.659	0.592	NA	0.161	NA	135	108.435
437	2	3	17	26.633	19.892	0	2	93	1.849	0.578	NA	0.189	NA	-53.13	171.87
438	2	3	18	26.671	19.892	0	2	27	1.886	0.611	NA	0.038	NA	0	53.13
439	2	3	19	26.709	20.006	0	2	46	2.006	0.704	NA	0.12	NA	71.565	71.565
440	2	3	20	26.86	20.044	0	2	18	2.162	0.851	NA	0.156	NA	14.036	-57.529
441	2	3	21	27.012	20.006	0	2	46	2.319	0.966	NA	0.156	NA	-14.036	-28.072
442	2	3	22	26.86	20.006	0	2	27	2.47	0.831	NA	0.151	NA	180	-165.964
443	2	4	1	25.989	18.869	0	2	65	0	0	NA	NA	NA	NA	NA
444	2	4	2	26.027	18.869	0	2	130	0.038	0.038	NA	0.038	NA	0	NA
445	2	4	3	26.027	18.869	0	2	65	0.038	0.038	NA	0	NA	0	0
446	2	4	4	26.027	18.869	0	2	74	0.038	0.038	NA	0	NA	0	0
447	2	4	5	26.179	18.756	0	2	74	0.227	0.221	NA	0.189	NA	-36.87	-36.87
448	2	4	6	26.444	18.907	0	2	65	0.533	0.456	NA	0.305	NA	29.745	66.615
449	2	4	7	26.444	18.945	0	2	83	0.57	0.461	NA	0.038	NA	90	60.255
450	2	4	8	26.444	18.945	0	2	93	0.57	0.461	NA	0	NA	0	-90
451	2	4	9	26.406	18.945	0	2	27	0.608	0.423	NA	0.038	NA	180	180
452	2	4	10	26.406	18.945	0	2	65	0.608	0.423	NA	0	NA	0	-180
453	2	4	11	26.406	18.945	0	2	111	0.608	0.423	NA	0	NA	0	0
454	2	4	12	26.406	19.059	0	2	130	0.722	0.458	NA	0.114	NA	90	90
455	2	4	13	26.444	19.097	0	2	93	0.775	0.508	NA	0.054	NA	45	-45
456	2	4	14	26.33	19.286	0	2	27	0.996	0.538	NA	0.221	NA	120.964	75.964
457	2	4	15	26.217	18.907	0	2	37	1.392	0.23	NA	0.395	NA	-106.699	132.337
458	2	4	16	26.179	18.794	0	2	65	1.511	0.204	NA	0.12	NA	-108.435	-1.736
459	2	4	17	25.838	18.453	0	2	27	1.993	0.443	NA	0.482	NA	-135	-26.565
460	2	4	18	25.914	18.832	0	2	27	2.38	0.085	NA	0.386	NA	78.69	-146.31
461	2	4	19	25.951	18.832	0	2	37	2.418	0.054	NA	0.038	NA	0	-78.69
462	2	4	20	25.989	18.642	0	2	18	2.611	0.227	NA	0.193	NA	-78.69	-78.69
463	2	5	1	21.142	15.878	0	2	37	0	0	NA	NA	NA	NA	NA
464	2	5	2	21.066	15.916	0	2	93	0.085	0.085	NA	0.085	NA	153.435	NA
465	2	5	3	21.218	15.991	0	2	65	0.254	0.137	NA	0.169	NA	26.565	-126.87
466	2	5	4	20.99	16.446	0	2	93	0.762	0.588	NA	0.508	NA	116.565	90
467	2	5	5	21.028	16.787	0	2	46	1.105	0.916	NA	0.343	NA	83.66	-32.905
468	2	5	6	21.104	17.127	0	2	74	1.454	1.25	NA	0.349	NA	77.471	-6.189
469	2	5	7	21.142	17.279	0	2	55	1.61	1.401	NA	0.156	NA	75.964	-1.507
470	2	5	8	21.445	17.998	0	2	158	2.391	2.142	NA	0.781	NA	67.166	-8.797
471	2	5	9	21.521	18.036	0	2	102	2.476	2.192	NA	0.085	NA	26.565	-40.601
472	2	5	10	21.369	17.582	0	2	167	2.955	1.719	NA	0.479	NA	-108.435	-135
473	2	5	11	21.218	17.544	0	2	195	3.111	1.668	NA	0.156	NA	-165.964	-57.529
474	2	5	12	21.218	17.695	0	2	149	3.262	1.819	NA	0.151	NA	90	-104.036
475	2	5	13	21.18	17.961	0	2	74	3.53	2.083	NA	0.268	NA	98.13	8.13
476	2	5	14	21.104	17.771	0	2	214	3.734	1.894	NA	0.204	NA	-111.801	150.068
477	2	5	15	21.104	17.771	0	2	102	3.734	1.894	NA	0	NA	0	111.801
478	2	5	16	21.104	17.771	0	2	93	3.734	1.894	NA	0	NA	0	0
479	2	5	17	20.801	17.809	0	2	121	4.04	1.961	NA	0.305	NA	172.875	172.875
480	2	5	18	20.801	17.809	0	2	46	4.04	1.961	NA	0	NA	0	-172.875
481	2	5	19	20.877	17.771	0	2	46	4.124	1.912	NA	0.085	NA	-26.565	-26.565
482	2	5	20	20.952	17.658	0	2	83	4.261	1.79	NA	0.137	NA	-56.31	-29.745
483	2	5	21	21.028	17.695	0	2	102	4.345	1.821	NA	0.085	NA	26.565	82.875
484	2	5	22	21.066	17.468	0	2	158	4.576	1.592	NA	0.23	NA	-80.538	-107.103
485	2	5	23	21.142	17.506	0	2	93	4.661	1.628	NA	0.085	NA	26.565	107.103
486	2	5	24	21.18	17.62	0	2	102	4.78	1.743	NA	0.12	NA	71.565	45
487	2	5	25	21.18	17.62	0	2	130	4.78	1.743	NA	0	NA	0	-71.565
488	2	5	26	21.331	17.62	0	2	102	4.932	1.752	NA	0.151	NA	0	0
489	2	5	27	21.331	17.923	0	2	65	5.235	2.054	NA	0.303	NA	90	90
490	2	5	28	21.255	17.961	0	2	74	5.319	2.086	NA	0.085	NA	153.435	63.435
491	2	5	29	21.255	17.847	0	2	130	5.433	1.973	NA	0.114	NA	-90	116.565
492	2	5	30	21.255	17.885	0	2	83	5.471	2.01	NA	0.038	NA	90	180
493	2	5	31	21.255	17.923	0	2	139	5.509	2.048	NA	0.038	NA	90	0
494	2	5	32	21.331	18.036	0	2	111	5.645	2.167	NA	0.137	NA	56.31	-33.69
495	2	5	33	21.369	18.036	0	2	102	5.683	2.171	NA	0.038	NA	0	-56.31
496	2	5	34	21.369	18.036	0	2	111	5.683	2.171	NA	0	NA	0	0
497	2	5	35	21.521	18.036	0	2	37	5.835	2.192	NA	0.151	NA	0	0
498	2	5	36	21.521	18.036	0	2	46	5.835	2.192	NA	0	NA	0	0
499	2	5	37	21.483	17.961	0	2	83	5.919	2.111	NA	0.085	NA	-116.565	-116.565
500	2	5	38	21.483	17.733	0	2	102	6.147	1.887	NA	0.227	NA	-90	26.565
501	2	5	39	21.483	17.733	0	2	83	6.147	1.887	NA	0	NA	0	90
502	2	5	40	21.558	17.771	0	2	55	6.231	1.939	NA	0.085	NA	26.565	26.565
503	2	5	41	21.558	17.885	0	2	37	6.345	2.05	NA	0.114	NA	90	63.435
504	2	5	42	21.558	17.923	0	2	18	6.383	2.087	NA	0.038	NA	90	0
505	2	5	43	21.596	17.961	0	2	74	6.436	2.132	NA	0.054	NA	45	-45
506	2	5	44	21.596	17.885	0	2	65	6.512	2.058	NA	0.076	NA	-90	-135
507	2	5	45	21.596	17.885	0	2	18	6.512	2.058	NA	0	NA	0	90
508	2	6	1	26.482	18.68	0	2	55	0	0	NA	NA	NA	NA	NA
509	2	6	2	26.482	18.68	0	2	65	0	0	NA	0	NA	0	NA
510	2	6	3	26.482	18.567	0	2	37	0.114	0.114	NA	0.114	NA	-90	-90
511	2	6	4	26.482	18.68	0	2	46	0.227	0	NA	0.114	NA	90	180
512	2	6	5	26.823	18.718	0	2	37	0.57	0.343	NA	0.343	NA	6.34	-83.66
513	2	6	6	26.86	18.718	0	2	55	0.608	0.381	NA	0.038	NA	0	-6.34
514	2	6	7	26.747	18.642	0	2	93	0.745	0.268	NA	0.137	NA	-146.31	-146.31
515	2	6	8	26.898	18.68	0	2	46	0.901	0.417	NA	0.156	NA	14.036	160.346
516	2	6	9	26.709	18.718	0	2	46	1.094	0.23	NA	0.193	NA	168.69	154.654
517	2	6	10	26.671	18.718	0	2	37	1.132	0.193	NA	0.038	NA	180	11.31
518	2	6	11	26.671	18.718	0	2	46	1.132	0.193	NA	0	NA	0	-180
519	2	6	12	26.671	18.756	0	2	27	1.17	0.204	NA	0.038	NA	90	90
520	2	6	13	26.671	18.756	0	2	74	1.17	0.204	NA	0	NA	0	-90
521	2	6	14	26.747	18.794	0	2	37	1.254	0.288	NA	0.085	NA	26.565	26.565
522	2	6	15	26.747	18.794	0	2	9	1.254	0.288	NA	0	NA	0	-26.565
523	2	6	16	26.747	18.794	0	2	55	1.254	0.288	NA	0	NA	0	0
524	2	6	17	26.709	18.794	0	2	37	1.292	0.254	NA	0.038	NA	180	180
525	2	6	18	26.671	18.832	0	2	37	1.346	0.242	NA	0.054	NA	135	-45
