 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,13,13,13,30.258,12.215,0.050,13,2,1,0,2
2,0.000,6,6,6,6.573,27.716,0.023,6,2,1,0,2
