 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,55,55,55,45.226,39.030,0.470,55,3,1,0,2
2,0.000,55,55,55,5.364,2.497,0.470,55,3,1,0,2
