 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,24.200,7.044,0,0,2,1,0,2
2,0.000,0,0,0,0.738,25.620,0,0,2,1,0,2
