 ,Area,Mean,Min,Max,X,Y,IntDen,RawIntDen,Ch,Frame,Counter,Count
1,0.000,0,0,0,50.367,71.740,0,0,2,1,0,2
2,0.000,0,0,0,66.350,30.480,0,0,2,1,0,2
